compound,spacegroup_relax,Pearson_symbol_relax,Egap,Egap_type,volume_atom,density,volume_cell,agl_debye,agl_acoustic_debye,agl_gruneisen,agl_heat_capacity_Cp_300K,agl_heat_capacity_Cv_300K,agl_thermal_conductivity_300K,agl_thermal_expansion_300K,agl_bulk_modulus_isothermal_300K,agl_bulk_modulus_static_300K,natoms,nspecies,energy_atom,enthalpy_formation_atom
Ag2Th4,140,tI12,0.0,metal,30.4347,10.4019,182.608,141.013,77.5953,2.07253,18.2832,17.8106,1.18724,4.22832e-05,65.4011,67.1364,6,2,-4.51452,
Ag2Ti2,129,tP4,0.0,metal,18.1343,7.13176,72.5373,311.061,195.918,2.1924,11.8102,11.4017,5.10615,5.38025e-05,86.781,89.8903,4,2,-2.62499,
Ag2Y1,139,tI6,0.0,metal,21.8683,7.71087,65.6049,208.006,144.219,2.33012,9.28146,8.80153,2.25299,7.61719e-05,55.6862,58.7227,3,2,-2.64467,
Ag2Yb1,139,tI6,0.0,metal,23.4266,9.18585,70.2797,147.031,101.924,2.37649,9.77619,8.9057,0.991956,0.000130728,31.9201,35.0401,3,2,-0.851923,
Ag2Zr2,129,tP4,0.0,metal,20.3823,8.10982,81.5293,263.96,166.31,2.13871,11.9153,11.5648,4.37408,4.65424e-05,88.845,91.538,4,2,-4.50165,
Ag36In16,215,cP52,0.0,metal,19.4884,9.37336,1013.39,203.152,54.387,2.8895,171.146,152.953,0.205451,0.000130664,45.4655,50.8733,52,2,-1.11914,
Ag3As3Ca3,189,hP9,0.0223,insulator-indirect,22.0213,5.60191,198.192,289.107,138.937,2.14289,27.1369,25.8537,2.54784,7.59055e-05,50.0585,52.5431,9,3,-3.1593,
Ag3Ca3P3,189,hP9,0.0,metal,20.4211,4.84968,183.79,338.172,162.493,2.13433,26.6072,25.4324,3.21762,7.12032e-05,56.339,58.9416,9,3,-3.3742,
Ag3Dy3Ge3,189,hP9,0.0,metal,21.0725,9.00852,189.652,275.026,132.206,2.17838,26.9159,25.9427,3.20393,5.66363e-05,71.9962,74.6972,9,3,-3.79016,
Ag3Dy3Mg3,189,hP9,0.0,metal,23.7894,6.85623,214.105,160.017,76.92,1.98933,27.7844,26.6412,0.688105,7.02889e-05,48.3147,50.388,9,3,-2.39494,
Ag3Dy3Si3,189,hP9,0.0,metal,20.2475,8.15894,182.228,302.938,145.667,2.12151,26.5848,25.715,3.9023,5.25304e-05,77.6755,80.3029,9,3,-4.01306,
Ag3Er3Ge3,189,hP9,0.0,metal,20.67,9.31141,186.03,275.093,132.206,2.18846,26.9317,25.9465,3.19612,5.69492e-05,73.4269,76.215,9,3,-3.76321,
Ag3Er3Ge3,189,hP9,0.0,metal,21.111,9.11687,189.999,176.024,84.612,2.18823,27.6663,26.565,0.843711,6.1898e-05,67.842,70.6546,9,3,-3.50158,
Ag3Er3Si3,189,hP9,0.0,metal,19.8502,8.45496,178.652,306.127,147.109,2.11835,26.5559,25.6929,4.06972,5.2187e-05,79.6513,82.3266,9,3,-3.99347,
Ag3Er3Sn3,189,hP9,0.0,metal,23.9355,9.10713,215.419,224.908,108.169,2.22249,27.3585,26.2936,2.01364,5.97302e-05,62.1548,64.6721,9,3,-3.40675,
Ag3Ge3Tb3,189,hP9,0.0,metal,21.7229,8.64771,195.506,190.086,91.3425,2.19168,27.601,26.4939,1.04216,6.20963e-05,65.9263,68.6812,9,3,-3.5394,
Ag3La3Mg3,189,hP9,0.0,metal,26.9444,5.56871,242.5,169.948,81.7275,1.9717,27.8073,26.5968,0.807069,7.50182e-05,39.5847,41.3863,9,3,-2.4617,
Ag3Mg3Y3,189,hP9,0.0,metal,23.8907,5.12208,215.016,191.959,92.304,2.00307,27.6223,26.4853,0.88077,7.01048e-05,48.0044,50.0654,9,3,-3.0347,
Ag3Pb3Y3,189,hP9,0.0,metal,25.1379,8.89513,226.241,207.991,99.996,2.30591,27.6516,26.3973,1.53505,6.74133e-05,54.2373,56.8143,9,3,-3.91941,
Ag3Pt1,221,cP4,0.0,metal,16.9394,12.7117,67.7574,183.987,115.913,2.70999,12.5157,11.7946,1.08992,7.33418e-05,87.275,92.611,4,2,-1.22869,
Ag3Si3Y3,189,hP9,0.0,metal,20.3398,6.11916,183.058,348.076,167.301,2.10203,26.1592,25.3225,4.55412,5.18212e-05,76.3698,78.8931,9,3,-4.64805,
Ag4Al4O8,33,oP16,1.4608,insulator-indirect,13.2165,5.24078,211.464,397.045,157.55,2.02628,45.485,44.1434,2.40141,4.95734e-05,116.468,120.008,16,3,-5.53243,-1.4241
Ag4As4S4,62,oP12,0.1697,insulator-indirect,24.7963,4.79596,297.556,201.93,88.2316,2.15647,37.0552,35.247,0.708433,7.77671e-05,44.9812,47.2888,12,3,-3.21308,
Ag4Ba2,74,oI12,0.0,metal,29.4975,6.62522,176.985,167.937,92.454,2.24184,19.2429,17.7495,1.04424,0.000121875,24.5881,26.6569,6,2,-1.18797,
Ag4Ba4,62,oP8,0.0,metal,37.4778,5.43203,299.822,139.015,69.5,1.98777,25.5898,23.7718,0.713274,0.000124006,17.1857,18.5,8,2,-1.42549,
Ag4Ca2,74,oI12,0.0,metal,24.0534,5.8868,144.321,182.894,100.709,2.3085,19.0694,17.7012,0.854237,0.00010815,35.6063,38.3586,6,2,-1.20662,
Ag4Ca4Sb4,62,oP12,0.095,insulator-indirect,25.7037,5.80779,308.444,234.09,102.209,2.16201,36.8394,34.9977,1.39265,7.93675e-05,42.3177,44.5446,12,3,-2.89165,
Ag4Dy4Se8,19,oP16,1.5506,insulator-direct,25.4835,6.97696,407.736,215.052,85.3228,2.05107,48.5581,46.8426,1.18594,5.8639e-05,55.0378,57.0534,16,3,-4.27041,
Ag4Er4Se8,19,oP16,1.5616,insulator-direct,24.9526,7.2046,399.241,214.966,85.3228,2.05341,48.5525,46.8406,1.18948,5.85277e-05,56.0467,58.095,16,3,-4.25385,
Ag4F12K4,62,oP20,0.7561,insulator-direct_spin-polarized,17.0053,3.98331,340.105,284.906,104.995,2.4486,63.47,57.6281,0.540943,0.000132645,43.11,47.4802,20,3,-3.33834,
Ag4Ho4Se8,19,oP16,1.5473,insulator-direct,25.2148,7.09132,403.437,218.935,86.9102,2.05174,48.5179,46.8049,1.25585,5.85573e-05,55.6077,57.6428,16,3,-4.26091,
Ag4In8Na12,227,cF96,0.0,metal,27.6439,4.06944,663.454,174.776,60.6691,2.35802,81.7738,70.9954,0.235264,0.000201012,17.3886,20.0285,24,3,-1.72833,
Ag4K4O4,139,tI24,1.504,insulator-indirect,23.343,3.86428,280.116,233.823,102.209,2.33473,38.3059,35.0415,0.691056,0.000128648,31.0076,33.8962,12,3,-2.98254,-0.0308502
Ag4Mo2O8,227,cF56,2.7337,insulator-direct,15.1349,5.88821,211.888,314.974,130.698,2.1339,41.0399,39.842,1.5752,4.65736e-05,117.915,121.46,14,3,-5.38332,-0.208547
Ag4Na2,227,cF24,0.0,metal,22.1381,5.96882,132.828,185.081,101.809,2.55624,20.1714,17.7137,0.642048,0.000171954,27.2782,31.063,6,2,-0.822223,
Ag4O12Sb4,227,cF80,0.6067,insulator-indirect,14.1746,6.5045,283.492,443.009,163.203,2.50439,56.2914,54.0954,2.47447,5.34601e-05,122.233,127.195,20,3,-4.98983,
Ag4O2,224,cP6,0.0868,insulator-direct,19.3639,6.62411,116.184,56.0669,30.818,2.48656,19.566,17.9719,0.0174529,0.00011511,45.9651,50.0423,6,2,-2.11465,1.41404
Ag4O4Rb4,119,tI24,1.4461,insulator-direct,25.8795,4.47728,310.554,197.895,86.4845,2.35511,38.6945,35.3172,0.545209,0.000130678,28.1492,30.841,12,3,-2.90303,0.00395708
Ag4Se4Tl4,62,oP12,0.653,insulator-indirect,25.4581,8.50547,305.498,139.105,60.7138,2.44509,38.9384,35.6624,0.324216,0.000120407,32.3785,35.3529,12,3,-2.39656,
Ag4Sr2,74,oI12,0.0,metal,26.5204,6.33142,159.122,170.924,94.1049,2.28447,19.2011,17.7397,0.87585,0.000116438,29.4311,31.8556,6,2,-1.11143,
Ag4Te4Tl4,62,oP12,0.7562,insulator-indirect,29.0187,8.38964,348.224,117.959,51.5412,2.44477,39.0944,35.7566,0.233306,0.0001227,27.7268,30.3151,12,3,-2.24409,
Ag5O6Pb2,162,hP13,0.0,metal,16.1063,8.32514,209.382,193.109,82.081,2.40299,40.4582,38.2602,0.452188,7.77866e-05,77.7085,82.1727,13,3,-3.58419,
Ag6As2O8,218,cP16,0.4311,insulator-indirect,15.2876,6.27993,244.601,259.075,102.784,2.28457,48.5721,46.35,0.747144,6.87404e-05,86.3325,90.4714,16,3,-4.01044,
Ag6O8P2,218,cP16,0.8715,insulator-indirect,14.2859,6.08172,228.574,294.134,116.674,2.17823,47.6992,45.8558,1.07225,6.06936e-05,98.5608,102.523,16,3,-4.55679,
Ag6P2S8,31,oP16,1.4403,insulator-direct,22.6225,4.42999,361.96,228.124,90.4819,2.21936,49.2215,46.7287,0.646044,7.84461e-05,50.0281,52.6968,16,3,-3.17803,
Ag8Ba4Te8,62,oP20,1.0171,insulator-direct,31.1602,6.48295,623.205,153.968,56.7341,2.2743,63.0544,59.2878,0.365636,9.05967e-05,32.5524,34.6205,20,3,-2.65566,
Ag8Ca19N7,225,cF136,0.0,metal,23.2327,3.62104,789.912,291.055,89.8256,1.95197,102.122,97.5754,0.909428,7.8347e-05,42.0151,43.9726,34,3,-3.46809,
Ag8Pd24Se8,205,cP40,0.0,metal,16.721,10.0506,668.841,199.103,58.188,2.64504,123.705,117.569,0.24224,6.42497e-05,99.0591,104.229,40,3,-2.62726,
Ag8S4,19,oP12,0.0,metal,19.0272,7.20854,228.327,172.118,75.1279,2.49462,38.2669,35.4759,0.337552,0.000101496,52.4948,56.6246,12,2,-1.81265,
Ag8S4,19,oP12,0.0,metal,19.0461,7.2014,228.553,177.999,77.7487,2.50039,38.2022,35.438,0.372196,0.000100797,52.743,56.8569,12,2,-1.81223,
Ag8Sr8,62,oP16,0.0,metal,32.3642,5.01505,517.827,164.944,65.4803,2.05797,50.807,47.3523,0.530057,0.000114581,22.0708,23.681,16,2,-1.33087,
Al10C6N2,194,hP18,1.433,insulator-indirect,11.2884,3.0229,203.191,871.043,332.349,1.85714,37.1622,36.5807,13.2743,2.86008e-05,158.199,160.714,18,3,-6.42263,-0.345124
Al10C6N2,186,hP18,0.821,insulator-indirect,11.4948,2.96861,206.907,871.193,332.349,1.8553,37.1585,36.5758,13.3806,2.86919e-05,154.797,157.263,18,3,-6.41895,-0.34145
Al10Ta20,136,tP30,0.0,metal,18.1402,11.8659,544.206,276.017,88.825,1.74984,87.4835,86.362,2.51749,2.45519e-05,155.673,157.694,30,2,-8.05307,
Al10W2,182,hP12,0.0,metal,15.5297,5.68061,186.356,529.972,231.499,1.97562,31.7064,31.0092,9.83043,3.77529e-05,118.909,121.583,12,2,-5.02836,
Al12Dy4,194,hP16,0.0,metal,19.3502,5.2228,309.604,404.002,160.328,1.9713,45.4374,44.0202,4.45035,5.37732e-05,71.4509,73.7511,16,2,-4.38835,
Al12Mn2,63,oS28,0.0,metal,15.3593,3.34883,215.03,581.047,241.065,2.0042,36.1161,35.1425,6.58041,4.58128e-05,97.6409,100.346,14,2,-3.98149,
Al12Mo4,12,mS32,0.0,metal,15.3344,4.78863,245.351,590.018,234.142,1.9598,40.7116,39.9207,9.44121,3.35798e-05,129.59,132.157,16,2,-5.13154,
Al12Ni4,62,oP16,0.0,metal,14.5266,3.9904,232.426,531.174,210.727,2.09104,42.6283,41.3493,4.64472,4.89438e-05,103.151,106.341,16,2,-3.6978,
Al12Re2,63,oS28,0.0,metal,16.3876,5.03879,229.426,490.915,203.722,1.96915,37.7959,36.933,6.76476,3.93194e-05,110.285,112.862,14,2,-4.76571,
Al12Tc2,63,oS28,0.0,metal,16.2141,3.81556,226.997,559.833,232.351,1.98823,36.4382,35.5711,7.34628,4.06547e-05,104.421,106.966,14,2,-4.47851,
Al14Th4,55,oP18,0.0,metal,21.3328,5.64725,383.99,356.015,135.839,1.99122,51.8293,50.4689,3.38768,4.46435e-05,80.5508,82.7221,18,2,-4.67417,
Al16Cu36,215,cP52,0.0,metal,12.7211,6.82637,661.495,357.957,95.914,2.27637,152.344,145.832,0.774145,6.44245e-05,105.387,110.092,52,2,-2.86712,
Al16Hf6Os7,225,cF116,0.0,metal,16.0685,10.0991,465.987,341.013,110.991,1.94578,83.1074,81.7044,2.78922,2.92496e-05,160.161,162.912,29,3,-6.61324,
Al16Hf6Pd7,225,cF116,0.0,metal,16.3421,7.87469,473.92,406.089,132.148,2.07071,81.5889,79.6654,3.28446,3.85558e-05,123.492,126.474,29,3,-5.44647,
Al16Hf6Pt7,225,cF116,0.0,metal,16.2219,10.1244,470.435,371.918,121.081,2.08544,82.5468,80.774,3.16526,3.48105e-05,140.968,144.062,29,3,-5.85408,
Al16Hf6Rh7,225,cF116,0.0,metal,15.9065,8.00227,461.288,360.979,117.501,1.97894,82.7764,81.1241,2.49561,3.40536e-05,140.146,143.001,29,3,-5.87211,
Al16Ir7Sc6,225,cF116,0.0,metal,16.3206,7.18174,473.296,412.064,134.101,1.99639,81.0681,79.4468,3.37984,3.38276e-05,135.912,138.686,29,3,-5.45677,
Al16Ni7Sc6,225,cF116,0.0,metal,15.489,4.11186,449.181,517.031,168.277,1.97714,77.502,75.4934,3.65252,4.45886e-05,101.234,103.927,29,3,-4.16893,
Al16Os7Sc6,225,cF116,0.0,metal,16.5083,7.05102,478.741,428.039,139.309,1.94719,80.3355,78.8555,3.99043,3.19628e-05,137.253,139.829,29,3,-5.6765,
Al16Os7Zr6,225,cF116,0.0,metal,16.3043,8.11412,472.824,377.947,123.034,1.94799,81.9599,80.5649,3.10511,2.94507e-05,154.786,157.466,29,3,-6.36166,
Al16Pd7Sc6,225,cF116,0.0,metal,16.9293,4.89163,490.949,410.063,133.45,2.09886,81.9027,79.5454,2.14066,4.66423e-05,99.4192,102.365,29,3,-4.46232,
Al16Pd7Ti6,225,cF116,0.0,metal,15.82,5.29854,458.781,466.824,152.003,2.09319,79.4364,77.4464,3.14955,4.06714e-05,118.196,121.233,29,3,-4.3203,
Al16Pd7Zr6,225,cF116,0.0,metal,16.5188,5.9754,479.044,464.997,151.352,2.08065,79.3713,77.5073,3.76232,3.8322e-05,119.606,122.483,29,3,-5.20112,
Al16Pt7Ti6,225,cF116,0.0,metal,15.8027,7.55391,458.277,407.956,132.799,2.06636,81.3739,79.575,3.06831,3.62213e-05,135.764,138.833,29,3,-4.73269,
Al16Pt7Zr6,225,cF116,0.0,metal,16.3892,8.19165,475.288,409.042,133.124,2.09801,81.3292,79.5587,3.40706,3.50865e-05,137.045,140.095,29,3,-5.60948,
Al16Rh7Sc6,225,cF116,0.0,metal,16.3567,4.97723,474.344,464.898,151.352,2.01597,79.281,77.506,3.31205,3.76605e-05,119.215,121.945,29,3,-4.90138,
Al16Ru7Sc6,225,cF116,0.0,metal,16.406,4.91744,475.773,478.881,155.908,1.94842,78.5271,76.9632,3.86459,3.46012e-05,124.502,127.031,29,3,-5.18297,
Al16Ru7Zr6,225,cF116,0.0,metal,16.1393,5.98352,468.04,403.995,131.497,1.94366,81.1882,79.6909,2.77407,3.20481e-05,141.28,143.934,29,3,-5.87069,
Al1As1,216,cF8,1.501,insulator-indirect,23.5565,3.59166,47.1131,373.114,296.05,2.03998,5.7561,5.57155,11.6444,5.35253e-05,61.7892,63.8358,2,2,-4.68569,-0.487688
Al1Au2,139,tI6,0.0,metal,16.6083,14.028,49.825,164.992,114.405,2.78459,9.40094,8.87558,0.961978,6.81498e-05,101.22,107.212,3,2,-2.37135,
Al1Au2Hf1,225,cF16,0.0,metal,17.868,13.9263,71.4718,165.973,104.573,2.33499,12.1756,11.8254,1.29073,4.16576e-05,127.4,131.173,4,3,-4.49548,
Al1Au2Mn1,225,cF16,0.0,metal,16.9044,11.6859,67.6177,193.893,122.212,2.50619,12.3729,11.7682,1.37962,6.67955e-05,89.738,94.3498,4,3,-3.65876,
Al1Au2Sc1,225,cF16,0.0,metal,18.1891,10.6327,72.7565,159.041,100.164,2.31524,12.2931,11.8421,0.903351,5.36523e-05,96.9062,100.596,4,3,-3.49617,
Al1Au2Ti1,225,cF16,0.0,metal,17.0205,11.4345,68.0819,176.989,111.503,2.34724,12.1924,11.8022,1.18828,4.62255e-05,121.646,125.668,4,3,-3.17693,
Al1B1Be1,216,cF12,0.0,metal,10.1856,2.54345,30.5567,1044.13,723.869,1.69771,5.29998,5.22165,67.878,2.96015e-05,131.567,133.54,3,3,-4.77738,-0.0514343
Al1Ba1Ge1,187,hP3,0.0,metal,28.7103,4.56729,86.1309,285.206,197.608,2.36409,9.16537,8.63191,4.77145,8.50296e-05,38.228,40.5905,3,3,-3.86235,-0.471924
Al1Ba1Si1,187,hP3,0.0,metal,27.9231,3.81384,83.7693,336.952,233.663,2.12484,8.84819,8.4777,7.98932,6.68988e-05,44.4517,46.3943,3,3,-4.08078,-0.383685
Al1Bi1,216,cF8,0.0,metal,33.4634,5.85452,66.9268,201.104,159.534,2.10667,6.15243,5.87499,4.40742,7.32931e-05,34.8951,36.5429,2,2,-3.83083,0.0595315
Al1Bi1O3,221,cP5,1.5288,insulator-indirect,10.9164,8.63886,54.5821,531.002,310.531,2.02741,13.1995,12.9086,15.9342,3.69247e-05,177.047,181.036,5,3,-6.54116,-2.02633
Al1C1Dy3,221,cP5,0.0,metal,23.3236,7.4968,116.618,322.02,188.307,1.61171,14.4355,14.1858,13.965,3.60162e-05,75.0834,76.4049,5,3,-5.74389,
Al1C1Er3,221,cP5,0.0,metal,22.5102,7.97838,112.551,329.045,192.4,1.66885,14.4111,14.1497,14.0139,3.6468e-05,79.3761,80.8423,5,3,-5.76474,
Al1C1Er3,221,cP5,0.0,metal,29.9007,6.00638,149.503,173.043,101.171,1.36713,15.0708,14.7598,3.45882,5.08954e-05,36.4115,37.1788,5,3,-3.89286,
Al1C1Gd3,221,cP5,0.0,metal,24.5191,6.91793,122.596,287.977,168.423,1.61201,14.61,14.3422,9.83536,3.83527e-05,67.8482,69.1154,5,3,-11.2165,
Al1C1Ho3,221,cP5,0.0,metal,22.9065,7.73901,114.533,322.975,188.892,1.64088,14.4338,14.1785,13.6598,3.61972e-05,77.346,78.7382,5,3,-5.75283,-0.418851
Al1C1La3,221,cP5,0.0,metal,28.9396,5.22968,144.698,269.069,157.312,1.71419,14.7533,14.4269,6.61794,4.35696e-05,53.9605,55.1816,5,3,-5.5573,
Al1C1Sc3,221,cP5,0.0,metal,19.1775,3.01083,95.8877,617.003,360.824,1.84179,12.5005,12.2627,22.7795,3.50296e-05,91.6083,93.3849,5,3,-6.24388,
Al1C1Tb3,221,cP5,0.0,metal,30.9329,5.5375,154.664,156.05,91.2294,1.49762,15.1927,14.8061,2.00545,5.76531e-05,34.0144,34.9025,5,3,-3.94986,
Al1C1Tb3,221,cP5,0.0,metal,23.7344,7.21699,118.672,318.993,186.552,1.60331,14.4497,14.1999,13.5368,3.62724e-05,72.7229,74.0023,5,3,-5.73451,
Al1C1Ti3,221,cP5,0.0,metal,15.244,3.98017,76.22,616.036,360.239,1.86582,12.4744,12.2751,21.4351,2.89266e-05,141.829,144.131,5,3,-6.01389,
Al1C1Y3,221,cP5,0.0,metal,23.4505,4.3295,117.252,425.051,248.542,1.69509,13.8683,13.615,16.7498,3.62182e-05,74.7687,76.1595,5,3,-6.89569,-0.425009
Al1Ca1Si1,187,hP3,0.0,metal,22.3713,2.35414,67.1139,484.24,335.587,2.00042,8.22838,7.94995,12.4227,5.77008e-05,56.0925,58.0571,3,3,-4.10983,-0.387037
Al1Co2Hf1,225,cF16,0.0,metal,15.0585,8.91382,60.234,369.974,233.085,0.863232,11.1947,11.1352,61.6353,2.05576e-05,106.136,106.703,4,3,-5.69857,
Al1Co2Nb1,225,cF16,0.0,metal,13.9712,7.06455,55.8847,463.032,291.672,1.60856,10.8683,10.6967,23.0936,3.34867e-05,123.849,125.836,4,3,-5.20761,
Al1Co2Ta1,225,cF16,0.0,metal,13.7685,9.82309,55.074,417.951,263.323,2.05139,11.2079,10.9323,13.6196,4.15215e-05,131.261,134.57,4,3,-5.62131,
Al1Co2Ti1,225,cF16,0.0,metal,13.8799,5.76491,55.5196,480.001,302.381,0.436803,10.6082,10.5929,213.507,1.11043e-05,100.223,100.367,4,3,-4.41453,
Al1Cr1Cu2,225,cF16,0.0,metal,13.9299,6.14124,55.7194,326.946,205.997,2.18396,11.8603,11.3447,3.62766,6.83058e-05,88.2819,92.2944,4,3,-3.90252,
Al1Cr2,139,tI6,0.0,metal,13.1524,5.51198,39.4571,549.818,381.349,2.31992,7.93027,7.67291,15.2638,4.80793e-05,126.491,130.733,3,2,-5.11651,
Al1Cu1Ti2,216,cF16,0.0,metal,16.5381,4.67715,66.1523,376.104,236.865,2.01717,11.5008,11.1316,6.26188,5.40601e-05,85.7986,88.6437,4,3,-4.10018,
Al1Cu2Hf1,225,cF16,0.0,metal,14.9172,9.25499,59.6689,315.991,199.068,2.05913,11.6944,11.3778,6.12275,4.45521e-05,120.322,123.669,4,3,-4.81654,
Al1Cu2Sc1,225,cF16,0.0,metal,15.2538,5.41661,61.0153,367.024,231.196,2.05673,11.5669,11.1717,5.8271,5.66086e-05,89.6892,92.8621,4,3,-3.6776,
Al1Cu2Ti1,225,cF16,0.0,metal,14.0161,5.98212,56.0646,404.055,254.504,2.09864,11.3375,11.0006,7.30709,4.82266e-05,116.345,119.908,4,3,-3.49692,
Al1Cu2Zr1,225,cF16,0.0,metal,15.2116,6.69424,60.8463,356.963,224.896,2.07431,11.5328,11.2119,6.4612,4.55387e-05,114.037,117.302,4,3,-4.49821,
Al1Dy1,221,cP2,0.0,metal,23.3195,6.74631,46.639,262.98,208.743,1.82983,5.95016,5.78283,9.56531,5.20402e-05,60.0475,61.785,2,2,-4.56804,
Al1Dy3N1,221,cP5,0.0,metal,21.7406,8.07317,108.703,333.916,195.324,1.91861,14.4577,14.1294,10.451,4.00099e-05,85.5905,87.5789,5,3,-6.09617,
Al1Er3N1,221,cP5,0.0,metal,20.9962,8.58525,104.981,337.971,197.664,1.91239,14.4346,14.1108,11.0693,3.96566e-05,89.0774,91.1213,5,3,-6.09771,
Al1F3,221,cP4,7.4209,insulator-indirect,12.0473,2.89373,48.1893,705.302,444.122,1.99283,9.50722,9.25413,17.2537,4.56678e-05,113.03,116.121,4,2,-5.89273,-3.56219
Al1F4Rb1,123,tP6,6.8631,insulator-indirect,14.741,3.53795,88.4459,429.018,236.088,2.05234,17.0944,16.3397,4.43993,7.42292e-05,69.3002,72.5011,6,3,-5.39184,-3.36784
Al1F5K2,123,tP8,6.2916,insulator-indirect,17.2319,2.41116,137.855,435.994,218.0,2.06042,22.9553,21.7336,3.2006,8.97998e-05,49.0926,51.8523,8,3,-5.16822,-3.26396
Al1F6K3,225,cF40,6.3116,insulator-direct,16.469,2.60406,164.69,335.173,155.493,2.08768,30.2037,28.3188,1.23651,0.000104202,46.7432,49.8546,10,3,-4.99507,-3.17606
Al1Fe2V1,225,cF16,0.7716,insulator-indirect,11.6175,6.77567,46.4702,674.994,425.223,2.05782,9.61752,9.44701,31.4323,2.91878e-05,194.024,197.526,4,3,-4.78101,
Al1Ge1Li1,216,cF12,0.0421,insulator-indirect,17.9861,3.27787,53.9583,465.811,323.106,2.07218,8.46645,8.03166,10.7519,8.58389e-05,48.3338,50.9504,3,3,-3.68232,-0.298215
Al1Ge1Sr1,187,hP3,0.0,metal,25.7684,4.02094,77.3051,324.949,225.342,2.31382,9.02874,8.5214,5.647,8.37684e-05,41.9041,44.3989,3,3,-3.7821,-0.471829
Al1Hf1Ni2,225,cF16,0.0,metal,13.8063,9.7077,55.225,262.04,165.05,1.98735,11.8318,11.5661,3.56834,3.81664e-05,148.437,151.847,4,3,-5.01743,
Al1Hf1Pd2,225,cF16,0.0,metal,16.4014,10.5868,65.6057,147.018,92.6042,2.17097,12.1519,11.8612,0.71177,3.72443e-05,144.262,147.798,4,3,-5.55125,
Al1Ho3N1,221,cP5,0.0,metal,21.3461,8.3358,106.73,338.081,197.664,1.92101,14.4369,14.1095,10.8835,3.99225e-05,87.3352,89.3617,5,3,-6.09541,-0.941759
Al1Ir1,221,cP2,0.0,metal,13.426,13.5556,26.8519,408.989,324.624,2.12075,5.57807,5.48484,25.107,2.65836e-05,223.592,227.393,2,2,-5.9326,
Al1La1O3,221,cP5,3.1268,insulator-indirect,11.2523,6.31276,56.2614,647.861,378.953,2.01793,12.2563,12.0199,22.272,3.24568e-05,180.844,184.401,5,3,-7.89861,
Al1La3,221,cP4,0.0,metal,32.0583,5.74561,128.233,177.984,112.133,1.86591,12.2336,11.8007,2.3293,6.41919e-05,36.9336,38.2886,4,2,-4.67064,
Al1La3N1,221,cP5,0.0,metal,27.3726,5.55326,136.863,297.943,174.271,1.86105,14.6436,14.3024,7.41522,4.23708e-05,63.0242,64.5281,5,3,-5.9444,
Al1Li1Si1,216,cF12,0.113,insulator-indirect,17.4611,1.96564,52.3834,637.81,442.364,1.98703,7.56429,7.27276,17.4072,6.68775e-05,55.6669,57.8983,3,3,-3.91008,-0.219302
Al1Li2Pd1,216,cF16,0.0,metal,14.0893,4.33907,56.3571,322.107,202.847,2.06672,12.0988,11.3749,2.80602,0.000100141,56.5316,60.1293,4,3,-3.07517,
Al1Li2Pt1,216,cF16,0.0,metal,13.7263,7.13614,54.9051,306.892,193.398,2.04199,11.9803,11.4229,3.94679,7.8245e-05,74.2939,77.9191,4,3,-3.49804,
Al1Li2Rh1,216,cF16,0.0,metal,13.2841,4.49287,53.1362,377.787,238.125,1.96839,11.6524,11.1347,4.82719,7.75511e-05,72.0842,75.4357,4,3,-3.37673,
Al1Lu3N1,221,cP5,0.0,metal,19.6991,9.54034,98.4957,320.066,187.137,1.82455,14.5044,14.1956,10.6232,3.94732e-05,91.3861,93.3741,5,3,-6.15088,
Al1Mn1Ni2,225,cF16,0.0,metal,12.6599,6.53527,50.6398,437.108,275.293,1.94786,11.1567,10.8417,10.4247,4.96327e-05,112.298,115.561,4,3,-4.12888,
Al1Mn1Pd2,225,cF16,0.0,metal,15.1247,8.08933,60.4987,268.896,169.459,2.30779,11.9699,11.5506,2.62667,5.16503e-05,116.499,120.728,4,3,-4.73552,
Al1Mn1Rh2,225,cF16,0.0,metal,14.104,8.46903,56.4159,421.999,265.843,2.18053,11.174,10.9095,10.9375,3.68348e-05,155.907,159.687,4,3,-5.4576,
Al1Mn1Ti2,216,cF16,0.2305,insulator-indirect,15.0621,4.89824,60.2483,325.983,205.367,1.8823,11.5821,11.335,4.38099,3.82082e-05,126.837,129.603,4,3,-4.52556,
Al1N1,225,cF8,4.434,insulator-indirect,8.41231,4.04541,16.8246,1122.12,890.532,1.89692,3.26969,3.23191,106.722,2.06496e-05,237.673,240.452,2,2,-7.27296,-1.24182
Al1N1,216,cF8,3.3062,insulator-indirect,10.6522,3.19475,21.3045,890.175,706.393,1.8566,4.05688,3.99974,60.2181,2.57091e-05,183.693,186.317,2,2,-7.42371,-1.39258
Al1N1Tb3,221,cP5,0.0,metal,22.1854,7.75077,110.927,337.073,197.079,1.90995,14.4407,14.1144,10.6901,3.99512e-05,83.692,85.6266,5,3,-6.09621,
Al1Nb1Ru2,225,cF16,0.0,metal,14.812,9.02543,59.2482,519.056,326.95,2.05603,10.5358,10.3919,26.2293,2.23855e-05,220.974,224.035,4,3,-6.69581,
Al1Ni1,221,cP2,0.0,metal,11.7646,6.04614,23.5292,501.175,397.644,2.08682,5.39289,5.25096,18.0075,4.29184e-05,146.346,150.302,2,2,-3.53438,
